,STN,YYYYMMDD,HH,FH,T,Q,P,DNI
157080,210,1998-01-01,1,20,44,0,10116,0.0
157081,210,1998-01-01,2,20,26,0,10121,0.0
157082,210,1998-01-01,3,20,39,0,10122,0.0
157083,210,1998-01-01,4,20,34,0,10120,0.0
157084,210,1998-01-01,5,30,33,0,10120,0.0
157085,210,1998-01-01,6,30,35,0,10120,0.0
157086,210,1998-01-01,7,30,34,0,10120,0.0
157087,210,1998-01-01,8,40,36,0,10121,0.0
157088,210,1998-01-01,9,40,41,5,10122,0.0
157089,210,1998-01-01,10,40,53,36,10117,0.0
157090,210,1998-01-01,11,40,61,36,10109,0.0
157091,210,1998-01-01,12,50,71,73,10100,0.0
157092,210,1998-01-01,13,60,75,62,10087,531.0325465577267
157093,210,1998-01-01,14,70,69,44,10079,113.2865791187337
157094,210,1998-01-01,15,80,62,19,10074,-17.14430340585569
157095,210,1998-01-01,16,70,60,4,10065,-93.49729608996168
157096,210,1998-01-01,17,60,59,0,10053,0.0
157097,210,1998-01-01,18,60,55,0,10039,0.0
157098,210,1998-01-01,19,70,57,0,10024,0.0
157099,210,1998-01-01,20,80,61,0,10005,0.0
157100,210,1998-01-01,21,100,64,0,9986,0.0
157101,210,1998-01-01,22,90,66,0,9964,0.0
157102,210,1998-01-01,23,100,61,0,9949,0.0
157103,210,1998-01-01,24,110,58,0,9930,0.0
157104,210,1998-01-02,1,110,60,0,9914,0.0
157105,210,1998-01-02,2,100,65,0,9903,0.0
157106,210,1998-01-02,3,90,70,0,9895,0.0
157107,210,1998-01-02,4,90,72,0,9892,0.0
157108,210,1998-01-02,5,90,76,0,9892,0.0
157109,210,1998-01-02,6,80,76,0,9889,0.0
157110,210,1998-01-02,7,70,78,0,9883,0.0
157111,210,1998-01-02,8,80,81,0,9884,0.0
157112,210,1998-01-02,9,70,82,5,9874,0.0
157113,210,1998-01-02,10,70,85,16,9864,0.0
157114,210,1998-01-02,11,60,87,16,9850,0.0
157115,210,1998-01-02,12,70,90,16,9841,0.0
157116,210,1998-01-02,13,70,91,13,9830,-35.22038490655815
157117,210,1998-01-02,14,80,90,5,9821,-69.89482474173295
157118,210,1998-01-02,15,70,86,2,9819,-92.6641707557465
157119,210,1998-01-02,16,70,78,0,9833,0.0
157120,210,1998-01-02,17,60,75,0,9842,0.0
157121,210,1998-01-02,18,50,76,0,9849,0.0
157122,210,1998-01-02,19,50,74,0,9860,0.0
157123,210,1998-01-02,20,100,75,0,9884,0.0
157124,210,1998-01-02,21,110,79,0,9910,0.0
157125,210,1998-01-02,22,110,81,0,9932,0.0
157126,210,1998-01-02,23,110,78,0,9951,0.0
157127,210,1998-01-02,24,90,74,0,9964,0.0
157128,210,1998-01-03,1,80,74,0,9970,0.0
157129,210,1998-01-03,2,70,75,0,9975,0.0
157130,210,1998-01-03,3,70,78,0,9972,0.0
157131,210,1998-01-03,4,60,77,0,9967,0.0
157132,210,1998-01-03,5,70,70,0,9961,0.0
157133,210,1998-01-03,6,80,74,0,9952,0.0
157134,210,1998-01-03,7,80,74,0,9937,0.0
157135,210,1998-01-03,8,90,72,0,9920,0.0
157136,210,1998-01-03,9,90,72,0,9898,0.0
157137,210,1998-01-03,10,100,81,1,9874,0.0
157138,210,1998-01-03,11,120,88,4,9851,0.0
157139,210,1998-01-03,12,120,97,6,9836,0.0
157140,210,1998-01-03,13,120,106,7,9829,-63.3344411907462
157141,210,1998-01-03,14,130,108,6,9827,-63.96444423402419
157142,210,1998-01-03,15,140,85,7,9842,-60.20856710923426
157143,210,1998-01-03,16,130,88,4,9866,-90.56511729659512
157144,210,1998-01-03,17,140,71,0,9888,0.0
157145,210,1998-01-03,18,150,76,0,9902,0.0
157146,210,1998-01-03,19,140,71,0,9913,0.0
157147,210,1998-01-03,20,140,74,0,9925,0.0
157148,210,1998-01-03,21,150,70,0,9937,0.0
157149,210,1998-01-03,22,150,71,0,9955,0.0
157150,210,1998-01-03,23,160,71,0,9970,0.0
157151,210,1998-01-03,24,150,74,0,9983,0.0
157152,210,1998-01-04,1,130,70,0,9993,0.0
157153,210,1998-01-04,2,100,72,0,9998,0.0
157154,210,1998-01-04,3,80,77,0,10002,0.0
157155,210,1998-01-04,4,90,70,0,10003,0.0
157156,210,1998-01-04,5,90,68,0,10004,0.0
157157,210,1998-01-04,6,90,70,0,10006,0.0
157158,210,1998-01-04,7,80,72,0,10006,0.0
157159,210,1998-01-04,8,90,70,0,10007,0.0
157160,210,1998-01-04,9,70,78,7,10006,0.0
157161,210,1998-01-04,10,80,63,15,10001,0.0
157162,210,1998-01-04,11,80,68,17,9983,0.0
157163,210,1998-01-04,12,80,74,26,9961,0.0
157164,210,1998-01-04,13,80,80,17,9929,-21.7260821568065
157165,210,1998-01-04,14,90,74,9,9908,-49.60081250534052
157166,210,1998-01-04,15,100,74,2,9897,-92.32864727841957
157167,210,1998-01-04,16,100,79,6,9888,-74.36714646170564
157168,210,1998-01-04,17,100,81,0,9882,0.0
157169,210,1998-01-04,18,110,73,0,9876,0.0
157170,210,1998-01-04,19,120,64,0,9867,0.0
157171,210,1998-01-04,20,130,71,0,9861,0.0
157172,210,1998-01-04,21,140,61,0,9860,0.0
157173,210,1998-01-04,22,120,77,0,9864,0.0
157174,210,1998-01-04,23,160,73,0,9870,0.0
157175,210,1998-01-04,24,180,67,0,9886,0.0
157176,210,1998-01-05,1,170,75,0,9905,0.0
157177,210,1998-01-05,2,170,75,0,9923,0.0
157178,210,1998-01-05,3,150,75,0,9941,0.0
157179,210,1998-01-05,4,140,70,0,9952,0.0
157180,210,1998-01-05,5,140,70,0,9963,0.0
157181,210,1998-01-05,6,130,71,0,9973,0.0
157182,210,1998-01-05,7,120,65,0,9979,0.0
