1.523992724533067999e+00,2.209766206429209065e-05,-8.824052284990129003e-02,1.234749751874142515e-01,8.017284386518108708e-04,7.273686903630127709e-01,1.565452899045913364e+05,4.947019959063347017e+01,-5.246503248904038694e-06,2.594990953106672532e+04,1.862996725909853168e+01,-6.665720336458344497e-02,8.992098107919418645e-03
6.770684108078295349e-02,5.656416398057252803e-06,-8.016375426372374102e-02,1.684264914458309115e-01,7.055543521153044171e-04,1.301136943813190339e+00,2.435169935702809307e+05,5.558851969539452265e-01,-2.326861335016191343e-07,3.488068823345612327e+04,1.897342918185418981e+01,-2.867545375857523116e-01,1.959457696195900100e-02
1.297655474572995127e+00,2.209766206429209065e-05,-8.016375426372374102e-02,1.180427177293059959e-01,7.472385244584165863e-04,7.798665248873459355e+00,1.285500051978894335e+05,3.750755082646248439e+01,-7.467507273224951295e-06,3.052086886972672437e+04,3.409583610045999080e+01,-5.340397195558897747e-02,1.308036373190844467e-02
2.768993299953901102e-02,2.575867551936162313e-06,-3.699081366807894233e-01,4.029498817373116520e-03,7.152402327691240874e-04,8.850300841160551046e-01,6.395987026661389052e+01,6.133109172361995709e-01,-1.729719202415950746e-07,3.690537103124937275e+05,3.047712843100907829e-02,-2.989477220936014382e-02,5.721676057252199132e-05
1.335577604933601670e+00,5.575078279764055775e-06,-1.531827611668137301e-01,1.684264914458309115e-01,2.520396728614890302e-05,4.990239742978156201e+00,2.082904437912374560e+05,3.949123911348669225e+01,-1.931245241009422746e-05,3.028439852428346421e+04,2.372763383568436169e+01,-5.517320498738576690e-02,5.146380102720111809e-03
9.971309628183046003e-01,2.396319509963627301e-05,-8.016375426372374102e-02,2.353508999927204914e-01,5.094829418114439493e-04,7.273686903630127709e-01,3.899918469051685577e+01,3.333332806339908672e+01,-8.183003403249358032e-06,2.594990953106672532e+04,1.514471362847860547e+01,-5.340397195558897747e-02,9.706637105987296794e-05
8.088329051967998451e-01,8.351525781200894009e-05,-1.407508031562330342e-01,1.261472142837793686e-01,2.312893414804580199e-05,1.301136943813190339e+00,2.082904437912374560e+05,2.960711403472664216e+01,-8.477731258459532152e-06,3.488068823345612327e+04,3.475815985398614316e+01,-1.983494453230756904e-01,1.676354848953413856e-02
3.640142659078617893e-01,2.315864417580103008e-05,-8.016375426372374102e-02,1.180427177293059959e-01,8.624522049033873233e-04,9.232911780030418569e+00,2.094359325276723539e+05,2.348014400268578328e+01,-8.477731258459532152e-06,3.052086886972672437e+04,3.534417041060129350e+01,-5.340397195558897747e-02,1.308036373190844467e-02
1.635200169040645468e+00,7.885284128752649655e-05,-1.226453252550577244e-01,3.053591119395224762e-01,6.550407031771190340e-04,8.631856869050730907e+00,2.265186089851101569e+05,1.912829671060075754e+01,-8.477731258459532152e-06,3.107990080915166618e+04,2.372763383568436169e+01,-4.897051841402937783e-02,1.760943489821523850e-02
1.045566079784934654e+00,7.885284128752649655e-05,-2.348493360216473425e-01,2.116729592329015808e-01,7.472385244584165863e-04,1.231907851071481730e+01,1.841977957112511212e+05,2.364123352292737223e+01,-8.477731258459532152e-06,3.107990080915166618e+04,3.534417041060129350e+01,-5.340397195558897747e-02,1.591158218113515946e-02
