8.428644759641162818e+05,0.000000000000000000e+00,3.249444858564780816e+02,1.021058607444036461e+05,4.577456538764013771e+01,2.884112417083587729e+02,3.729996408863701858e+06,8.939337421865745625e+01,7.425759229624760849e+01,0.000000000000000000e+00,9.000000000000000000e+01,0.000000000000000000e+00,1.348041900670788440e+00,8.500000000000000000e+01
1.113625987760610180e+06,5.649068374500968304e+01,2.305576148765113231e+01,7.855358719817269593e+06,9.000000000000000000e+01,3.590000000000000000e+02,0.000000000000000000e+00,2.891737641664807512e+01,9.045003851078719492e+01,6.238399443867608905e+06,7.869656363571493785e+01,4.934638405854347987e+00,0.000000000000000000e+00,8.500000000000000000e+01
1.492431832934902981e+06,5.354579034069977439e+01,0.000000000000000000e+00,4.417935707802806981e+06,7.885643767034363805e+01,1.704697439461087640e+02,1.254454890737876762e+06,6.532536748197470899e+01,8.351170366231683317e+01,4.431193388354037888e+05,4.868994324023418585e+01,1.528512690093961908e+02,1.615605795233152620e-01,8.500000000000000000e+01
1.136201851786202751e+06,4.067062597163910453e+01,3.249444858564780816e+02,1.021058607444036461e+05,5.474576302002454753e+01,1.704697439461087640e+02,1.516753625274627237e+06,6.961888913336827045e+01,2.641236939645614825e+02,0.000000000000000000e+00,0.000000000000000000e+00,2.059385462605020791e+02,1.072239908900816996e+00,8.500000000000000000e+01
5.165867019862333313e+06,5.763117469328729214e+01,6.747218933589128653e+01,4.861108139605216682e+06,9.000000000000000000e+01,1.487033362485537964e+02,5.368439143635575892e+05,0.000000000000000000e+00,2.641236939645614825e+02,-0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.658497505085022361e-01,1.350000000000000000e+02
1.368735332593001192e+06,2.728647844854010884e+01,0.000000000000000000e+00,1.000000000000000000e+07,0.000000000000000000e+00,3.489043126047088208e+02,7.676960231331019895e+04,3.894023993835894970e+01,1.060011778232824184e+02,0.000000000000000000e+00,9.000000000000000000e+01,1.091324275277063904e+01,0.000000000000000000e+00,8.500000000000000000e+01
1.113625987760610180e+06,5.649068374500968304e+01,1.557204473771680284e+02,1.510539785576212686e+06,9.000000000000000000e+01,5.949957521698434704e+01,0.000000000000000000e+00,6.510051567768384473e+01,3.392466985693404808e+02,1.000000000000000000e+07,6.965586393716837676e+01,1.932012458695896839e+02,2.259435727008493600e-01,8.500000000000000000e+01
2.040876666434897808e+06,9.000000000000000000e+01,0.000000000000000000e+00,3.454511281256023212e+05,9.000000000000000000e+01,0.000000000000000000e+00,8.938364604734021705e+05,3.487800864925367783e+00,0.000000000000000000e+00,3.145000347610191093e+05,3.463025181660341900e+00,9.806812755720628161e+01,8.568530965398826194e-01,8.500000000000000000e+01
1.207529876810573973e+06,0.000000000000000000e+00,1.119862462553293625e+02,7.883212581435670145e+05,9.909467336158940043e+00,5.111863238669385368e+01,-0.000000000000000000e+00,9.000000000000000000e+01,5.139407935224065227e+01,7.283512118747148197e+05,8.547917161414947884e+01,7.922553065070908929e+01,9.357590208089997530e-01,8.500000000000000000e+01
9.981005250751017593e+04,4.064562813237500016e+00,2.305576148765113231e+01,6.609869167199217482e+05,9.000000000000000000e+01,3.590000000000000000e+02,1.796603536689942121e+05,2.891737641664807512e+01,7.665461950744479225e+01,2.816117179054460023e+06,0.000000000000000000e+00,4.934638405854347987e+00,1.615605795233152620e-01,1.350000000000000000e+02
1.492431832934902981e+06,2.728647844854010884e+01,1.573142819803417183e+02,4.417935707802806981e+06,7.885643767034363805e+01,3.012807349267113182e+02,1.001720912700879853e+05,9.000000000000000000e+01,1.885976623499327687e+01,2.633892619218560285e+05,4.868994324023418585e+01,9.510898201159683651e+01,9.698408786084269928e-02,8.500000000000000000e+01
1.113625987760610180e+06,0.000000000000000000e+00,3.590000000000000000e+02,1.021058607444036461e+05,3.726053427178113964e+01,5.949957521698434704e+01,0.000000000000000000e+00,3.396452423043426450e+01,3.590000000000000000e+02,0.000000000000000000e+00,9.000000000000000000e+01,2.640354813295692793e+02,1.576983280748915472e+00,8.730843259595953043e+01
9.581731551533399615e+05,2.586222875422011924e+01,0.000000000000000000e+00,4.417935707802806981e+06,7.885643767034363805e+01,2.357346047713404005e+02,1.001720912700879853e+05,9.000000000000000000e+01,7.665461950744479225e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.327928089697302028e+02,0.000000000000000000e+00,8.500000000000000000e+01
0.000000000000000000e+00,1.211927599672223366e+01,7.481986120293264264e+01,1.000000000000000000e+07,1.583192920141047466e+01,1.278751826397718361e+02,2.959835159862958244e+05,8.939337421865745625e+01,2.873460784765942222e+01,0.000000000000000000e+00,9.000000000000000000e+01,1.400985926704393592e+02,9.736933495015782647e-01,8.500000000000000000e+01
2.992559315996171907e+06,1.935510113827868750e+01,0.000000000000000000e+00,1.000000000000000000e+07,0.000000000000000000e+00,1.261112722421589609e+02,5.797948702035260387e+06,1.797795261958862767e+01,7.665461950744479225e+01,0.000000000000000000e+00,0.000000000000000000e+00,9.510898201159683651e+01,8.568530965398826194e-01,8.500000000000000000e+01
4.048733755345583428e+06,0.000000000000000000e+00,7.382384465849709443e+01,7.855358719817269593e+06,2.323089957608371492e+01,0.000000000000000000e+00,9.309812604840605054e+05,0.000000000000000000e+00,5.139407935224065227e+01,0.000000000000000000e+00,2.769199043914121816e+01,1.327928089697302028e+02,0.000000000000000000e+00,8.500000000000000000e+01
3.908488282780073583e+06,2.363574196753945245e+01,3.590000000000000000e+02,8.385837576116347685e+06,9.000000000000000000e+01,0.000000000000000000e+00,1.001720912700879853e+05,6.961888913336827045e+01,3.441343309623247251e+02,6.719184391775630647e+05,0.000000000000000000e+00,9.510898201159683651e+01,1.615605795233152620e-01,1.350000000000000000e+02
2.699255552550827852e+05,9.000000000000000000e+01,2.989323352220840206e+02,4.417935707802806981e+06,9.000000000000000000e+01,2.183219514880820213e+02,1.187043987213359796e+05,3.396452423043426450e+01,1.730536335145628470e+02,7.640481376649214886e+06,2.517795432200434291e+01,1.932012458695896839e+02,5.336305413278725346e-02,1.350000000000000000e+02
2.966095936482531019e+06,2.728647844854010884e+01,7.481986120293264264e+01,1.512443815083039408e+04,0.000000000000000000e+00,3.443569249616494972e+02,0.000000000000000000e+00,0.000000000000000000e+00,2.476187046780153622e+01,0.000000000000000000e+00,4.868994324023418585e+01,1.528512690093961908e+02,0.000000000000000000e+00,8.500000000000000000e+01
0.000000000000000000e+00,6.771164908784841785e+00,1.213270554823620557e+02,7.855358719817269593e+06,9.000000000000000000e+01,5.046078952585788535e+00,9.309812604840605054e+05,9.000000000000000000e+01,0.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00,2.307911991501451325e+02,1.596806167508277863e+00,8.500000000000000000e+01
5.730538667300333036e+05,2.728647844854010884e+01,2.984627964334007970e+02,3.454511281256023212e+05,0.000000000000000000e+00,2.029827436894883874e+02,1.254454890737876762e+06,9.000000000000000000e+01,2.602599145653815071e+02,7.832447339875921607e+05,4.868994324023418585e+01,1.337975183665446934e+02,0.000000000000000000e+00,8.500000000000000000e+01
6.754366956306329928e+06,9.000000000000000000e+01,0.000000000000000000e+00,5.117359343823202886e+06,7.505576973375804073e+01,1.415988023730365057e+02,5.940375630898518721e+05,0.000000000000000000e+00,3.590000000000000000e+02,4.537679305319064297e+05,2.352313049473839346e+00,0.000000000000000000e+00,1.706967867744243472e-01,1.326167289775045219e+02
0.000000000000000000e+00,6.771164908784841785e+00,2.305576148765113231e+01,1.301716178445844445e+06,6.537479279755192607e+00,5.949957521698434704e+01,0.000000000000000000e+00,4.831857004865656080e+01,3.392466985693404808e+02,4.302957716961574741e+06,7.869656363571493785e+01,4.934638405854347987e+00,1.179732299614266955e+00,8.500000000000000000e+01
4.594537514310709666e+05,0.000000000000000000e+00,1.213270554823620557e+02,2.058569875851572491e+06,9.000000000000000000e+01,5.949957521698434704e+01,-0.000000000000000000e+00,0.000000000000000000e+00,3.590000000000000000e+02,7.596517427343952470e+06,0.000000000000000000e+00,1.394615824362866192e+02,0.000000000000000000e+00,8.500000000000000000e+01
