-0.000000000000000000e+00,6.538834644562480491e+01,-0.000000000000000000e+00,8.146240784064743202e+05,2.756813183756794672e+01,0.000000000000000000e+00,-0.000000000000000000e+00,3.229464878641251602e+01,3.227493475620224039e+00,-0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.790727540014899569e+05,9.000000000000000000e+01,-0.000000000000000000e+00,0.000000000000000000e+00,4.023708496844282223e+01,1.508977967239012230e+02,0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,3.118971757504741538e-01,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.188511732779382728e+05,4.023708496844282223e+01,0.000000000000000000e+00,-0.000000000000000000e+00,6.085318365744741698e+01,1.519183798589420098e+00,-0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.000000000000000000e+00
2.856755549255582737e+05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00,1.508977967239012230e+02,1.640116228509187931e+06,-0.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00,5.976977389144177977e-01,-0.000000000000000000e+00,-0.000000000000000000e+00
-0.000000000000000000e+00,7.964360177350262404e+01,0.000000000000000000e+00,0.000000000000000000e+00,3.363866708997279886e+01,0.000000000000000000e+00,-0.000000000000000000e+00,6.533476747207333801e+01,1.423287931852359911e+01,-0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.329843877445129328e+05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.808944237951736866e+01,1.508977967239012230e+02,0.000000000000000000e+00,9.000000000000000000e+01,1.799173893861688711e+01,-0.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00
-0.000000000000000000e+00,3.943869405636552194e+00,-0.000000000000000000e+00,1.868268098662852542e+06,3.349396777066805697e+01,-0.000000000000000000e+00,-0.000000000000000000e+00,9.000000000000000000e+01,8.084164263222479718e+00,-0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.000000000000000000e+00
-0.000000000000000000e+00,9.000000000000000000e+01,-0.000000000000000000e+00,0.000000000000000000e+00,2.576862199958047839e+01,0.000000000000000000e+00,-0.000000000000000000e+00,9.000000000000000000e+01,8.700188193005248039e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00,7.000000000000000000e+00
-0.000000000000000000e+00,9.000000000000000000e+01,-0.000000000000000000e+00,0.000000000000000000e+00,4.023708496844282223e+01,-0.000000000000000000e+00,-0.000000000000000000e+00,6.085318365744741698e+01,8.084164263222479718e+00,-0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.000000000000000000e+00
8.677279360069480026e+05,-0.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00,1.508977967239012230e+02,7.410932058792901225e+05,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,4.474326027288301755e-01,-0.000000000000000000e+00,0.000000000000000000e+00
